瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
192,柳林,2019-08-26,23.9,,1,77.5
192,柳林,2019-08-27,22.6,10.7,.5,92.8
192,柳林,2019-08-28,23.8,.3,.7,88.8
192,柳林,2019-08-29,22.3,.2,.9,89.8
192,柳林,2019-08-30,22.7,,.7,74.6
192,柳林,2019-08-31,22.4,,.7,77.1
192,柳林,2019-09-01,21.4,2.3,.5,87.8
192,柳林,2019-09-02,20.2,24.9,.5,94.6
192,柳林,2019-09-03,21.9,95.9,.5,94.5
192,柳林,2019-09-04,23.6,11.5,.4,94.6
192,柳林,2019-09-05,25.2,7,.6,88.3
192,柳林,2019-09-06,26,1.8,1.2,85.8
192,柳林,2019-09-07,25.6,27,2.8,85.1
192,柳林,2019-09-08,25.1,.2,.6,85.8
192,柳林,2019-09-09,26.5,.7,.9,85.6
192,柳林,2019-09-10,26.2,.2,.8,82
192,柳林,2019-09-11,25.7,1.8,1.1,83.8
192,柳林,2019-09-12,20.3,.5,1,88
192,柳林,2019-09-13,21.8,,.9,75.4
192,柳林,2019-09-14,22.4,,.7,77.5
192,柳林,2019-09-15,25,,.8,77.6
192,柳林,2019-09-16,23.5,,1.1,71.6
192,柳林,2019-09-17,20.8,,1,69.4
192,柳林,2019-09-18,21.1,,.8,67.4
192,柳林,2019-09-19,19.4,,.8,72.3
192,柳林,2019-09-20,19.2,,1.1,72.1
192,柳林,2019-09-21,17.7,74.5,1,93.5
192,柳林,2019-09-22,17.8,99.2,2.7,88.4
192,柳林,2019-09-23,18.1,.1,.8,86.6
192,柳林,2019-09-24,18.3,,.7,79.6
192,柳林,2019-09-25,17.7,,.6,80.4
192,柳林,2019-09-26,20.5,,.5,81.6
192,柳林,2019-09-27,21.7,3.4,.6,84.6
192,柳林,2019-09-28,22.9,1.2,.4,91.1
192,柳林,2019-09-29,24.2,,.6,86
192,柳林,2019-09-30,23.5,0,.7,84.8
192,柳林,2019-10-01,21.5,16.5,.5,95.6
192,柳林,2019-10-02,21.6,139.6,1.3,94.1
192,柳林,2019-10-03,23.4,4.1,1.6,80.6
192,柳林,2019-10-04,21.4,,.7,83.4
192,柳林,2019-10-05,21.7,,.8,78.4
192,柳林,2019-10-06,18.3,,1.2,70.6
192,柳林,2019-10-07,15.9,7.4,.6,90.1
192,柳林,2019-10-08,17,,.9,71.6
192,柳林,2019-10-09,12.8,,.6,70
192,柳林,2019-10-10,15,,.5,73
192,柳林,2019-10-11,18.9,,.9,63.6
192,柳林,2019-10-12,19.9,,2,54.1
192,柳林,2019-10-13,16.7,,1.4,61.4
192,柳林,2019-10-14,15.6,,.6,75.4
192,柳林,2019-10-15,14.9,,1,75.6
192,柳林,2019-10-16,13.3,,.6,76.4
192,柳林,2019-10-17,13.5,,.7,80.8
192,柳林,2019-10-18,14.9,9.8,.7,87.4
192,柳林,2019-10-19,17.7,,.6,80.9
192,柳林,2019-10-20,15.7,,.6,80.1
192,柳林,2019-10-21,14.8,,.7,78.6
192,柳林,2019-10-22,15.9,,.7,80.4
192,柳林,2019-10-23,16.1,0,.5,80.3
192,柳林,2019-10-24,18,,1.3,69.8
192,柳林,2019-10-25,17.5,,.6,78.6
192,柳林,2019-10-26,14.3,,.8,64.1
192,柳林,2019-10-27,9.8,,.5,74.5
192,柳林,2019-10-28,10.7,,.8,74.4
192,柳林,2019-10-29,11.9,,1,72.4
192,柳林,2019-10-30,10.4,,.4,77.4
192,柳林,2019-10-31,10.8,,.4,77.3
192,柳林,2019-11-01,12.6,,.4,79.4
192,柳林,2019-11-02,12.8,,.3,84.3
192,柳林,2019-11-03,13.6,,.4,80.5
192,柳林,2019-11-04,12.6,,.5,81.1
192,柳林,2019-11-05,11.8,,.5,79.5
192,柳林,2019-11-06,10.6,,.5,75.9
192,柳林,2019-11-07,10.9,,.6,72.9
192,柳林,2019-11-08,8.4,,.4,71.5
192,柳林,2019-11-09,7.9,,.5,69.5
192,柳林,2019-11-10,9.3,8.1,.6,76.6
192,柳林,2019-11-11,12.7,0,1.3,68.4
192,柳林,2019-11-12,9.4,,.5,77.9
192,柳林,2019-11-13,10.5,0,1.1,68.8
192,柳林,2019-11-14,6.1,,1.9,47.9
192,柳林,2019-11-15,7.6,,1,66.9
192,柳林,2019-11-16,11.1,,.7,80.4
192,柳林,2019-11-17,11.6,.5,.2,93.4
192,柳林,2019-11-18,11.8,12.8,1.4,64.1
192,柳林,2019-11-19,4.9,,1.3,63
192,柳林,2019-11-20,4.2,,.8,55.9
192,柳林,2019-11-21,5.2,,.8,57
192,柳林,2019-11-22,8.7,,.5,71.9
192,柳林,2019-11-23,10.8,,.5,80
192,柳林,2019-11-24,13.9,.1,.5,84.3
192,柳林,2019-11-25,9.8,,1.9,56.8
192,柳林,2019-11-26,9.7,,.9,69.1
192,柳林,2019-11-27,8.2,,.8,65.3
192,柳林,2019-11-28,6.5,,.9,69.4
192,柳林,2019-11-29,3.9,,.7,60.9
192,柳林,2019-11-30,6.1,,.5,59.1
192,柳林,2019-12-01,6.8,26.7,.7,91.5
192,柳林,2019-12-02,5.9,,1.7,54.6
192,柳林,2019-12-03,2.1,,.7,74.9
192,柳林,2019-12-04,2.9,,.7,71
192,柳林,2019-12-05,2.3,,1.5,56.5
192,柳林,2019-12-06,-1.9,,1,44.5
192,柳林,2019-12-07,-.3,,.8,60.9
192,柳林,2019-12-08,.5,,.5,73.3
192,柳林,2019-12-09,1.2,,.5,71.1
192,柳林,2019-12-10,5.1,,.5,79.8
192,柳林,2019-12-11,7.5,,1.5,67.4
192,柳林,2019-12-12,2.9,,.9,45.1
192,柳林,2019-12-13,.5,,.4,63.4
192,柳林,2019-12-14,3.1,,.8,59.6
192,柳林,2019-12-15,4.4,,.4,69
192,柳林,2019-12-16,5.3,,.3,80.6
192,柳林,2019-12-17,7.3,0,.5,83.3
192,柳林,2019-12-18,7.2,,.7,57.8
192,柳林,2019-12-19,4.4,,1.2,47.1
192,柳林,2019-12-20,1.9,,.7,58.9
192,柳林,2019-12-21,-.8,,.3,71.4
192,柳林,2019-12-22,1.6,,.5,72.9
192,柳林,2019-12-23,2.3,,.6,73.3
192,柳林,2019-12-24,2.2,,.4,70.9
192,柳林,2019-12-25,4.2,,.5,61.3
192,柳林,2019-12-26,4.6,1.2,.7,72
192,柳林,2019-12-27,2.2,,1.5,45.1
192,柳林,2019-12-28,-.6,,.4,65
192,柳林,2019-12-29,1.4,13,.4,78.6
192,柳林,2019-12-30,6,.6,.4,84.1
192,柳林,2019-12-31,-1.1,,2.2,35.3
192,柳林,2020-01-01,-1.6,,.5,56.1
192,柳林,2020-01-02,-.3,,.3,74
192,柳林,2020-01-03,.5,,.4,71.9
192,柳林,2020-01-04,.9,,.6,67.4
192,柳林,2020-01-05,1,,.4,61.6
192,柳林,2020-01-06,3.1,13.8,.3,85.3
192,柳林,2020-01-07,9.9,40.3,.9,93.6
192,柳林,2020-01-08,7.4,,3.1,66.4
192,柳林,2020-01-09,3.1,,.8,63.9
192,柳林,2020-01-10,.7,,.4,70.6
192,柳林,2020-01-11,2.9,,.5,66.4
192,柳林,2020-01-12,2.4,,.9,60.5
192,柳林,2020-01-13,-.2,,.6,68.8
192,柳林,2020-01-14,.6,,.8,58.9
192,柳林,2020-01-15,-.4,,.7,63.9
192,柳林,2020-01-16,.6,,.6,52.8
192,柳林,2020-01-17,1.9,,.4,51.1
192,柳林,2020-01-18,1.7,,.6,51.6
192,柳林,2020-01-19,1.1,,.6,65.9
192,柳林,2020-01-20,.7,,.7,66.9
192,柳林,2020-01-21,.6,,.7,53
192,柳林,2020-01-22,3.5,20.1,.5,76
192,柳林,2020-01-23,6.7,7.9,.6,93.4
192,柳林,2020-01-24,5.8,,.6,77.4
192,柳林,2020-01-25,6,,.5,82.4
192,柳林,2020-01-26,7.3,,1.1,72.4
192,柳林,2020-01-27,5.9,22.8,1.7,89.6
192,柳林,2020-01-28,8.2,.3,1.2,70.4
192,柳林,2020-01-29,6.6,.5,.7,81.6
192,柳林,2020-01-30,5.2,,.8,72.6
192,柳林,2020-01-31,2.3,,.6,73.1
192,柳林,2020-02-01,2,,.8,70.3
192,柳林,2020-02-02,2.3,,.5,74.1
192,柳林,2020-02-03,1.6,,.7,65
192,柳林,2020-02-04,.3,,.7,60.9
192,柳林,2020-02-05,-.1,,2.2,35.5
192,柳林,2020-02-06,-1.6,,1.1,31.5
192,柳林,2020-02-07,2.3,,.7,40.9
192,柳林,2020-02-08,2.7,,1.6,49.3
192,柳林,2020-02-09,.7,,.7,50.4
192,柳林,2020-02-10,2.6,,.7,64.5
192,柳林,2020-02-11,5.4,,.6,62.9
192,柳林,2020-02-12,8.6,20.8,.6,93.9
192,柳林,2020-02-13,8.3,,.7,85.1
192,柳林,2020-02-14,9.2,,.5,73.6
192,柳林,2020-02-15,10,.5,.7,76.4
192,柳林,2020-02-16,5,4,1.8,64
192,柳林,2020-02-17,-.3,,2.9,51.1
192,柳林,2020-02-18,.4,,1.1,48.3
192,柳林,2020-02-19,3.1,,.6,54.9
192,柳林,2020-02-20,5.4,,.6,58.9
192,柳林,2020-02-21,7,1.3,.8,70.4
192,柳林,2020-02-22,8.3,.5,2,52.9
192,柳林,2020-02-23,3.6,,.9,59.1
192,柳林,2020-02-24,6.7,.6,.7,66
192,柳林,2020-02-25,8.1,17.1,.8,94.5
192,柳林,2020-02-26,9.4,,.9,79.1
192,柳林,2020-02-27,7.3,,1.1,67.6
192,柳林,2020-02-28,5.2,1.3,.5,84.5
192,柳林,2020-02-29,6.5,,.7,83.1
192,柳林,2020-03-01,8.9,0,.9,74.1
192,柳林,2020-03-02,7.7,,1.6,43.6
192,柳林,2020-03-03,6.9,,.6,67.6
192,柳林,2020-03-04,6.2,0,1.8,52
192,柳林,2020-03-05,3.3,,1.2,46.8
192,柳林,2020-03-06,4.1,,.8,57.5
192,柳林,2020-03-07,4.5,3.9,.6,86.6
192,柳林,2020-03-08,7.4,,.8,75.1
192,柳林,2020-03-09,8,7.4,.4,85
192,柳林,2020-03-10,9,10.3,1,79.3
192,柳林,2020-03-11,4.8,,1.5,56.6
192,柳林,2020-03-12,6,,1,56.8
192,柳林,2020-03-13,9.3,,.8,52.6
192,柳林,2020-03-14,7.4,,2.2,24.1
192,柳林,2020-03-15,6,0,2.9,46.1
192,柳林,2020-03-16,5.6,,1.4,42.8
192,柳林,2020-03-17,9.3,,1.6,54.4
192,柳林,2020-03-18,9.4,,.9,58.8
192,柳林,2020-03-19,12.1,,2.9,50.1
192,柳林,2020-03-20,10.6,,1.9,36.6
192,柳林,2020-03-21,12.3,,1.3,62.3
192,柳林,2020-03-22,13.6,,1.2,75.1
192,柳林,2020-03-23,11.6,,1.4,46.6
192,柳林,2020-03-24,9.6,,.8,56.8
192,柳林,2020-03-25,11.2,,.9,58.9
192,柳林,2020-03-26,10.8,18.6,.4,88.8
192,柳林,2020-03-27,14.6,.9,.7,79.6
192,柳林,2020-03-28,8.7,,.8,59.3
192,柳林,2020-03-29,9,,1.2,65.8
192,柳林,2020-03-30,11.4,,.9,64.3
192,柳林,2020-03-31,11.4,,.7,65.9
192,柳林,2020-04-01,13.6,.4,1.3,46.8
192,柳林,2020-04-02,9.7,,.8,44.6
192,柳林,2020-04-03,10.8,,.9,47.9
192,柳林,2020-04-04,10.9,,1.3,42.1
192,柳林,2020-04-05,7.5,,.7,43.8
192,柳林,2020-04-06,9.3,,.7,51.1
192,柳林,2020-04-07,13,,.8,51.3
192,柳林,2020-04-08,12.1,,1,37.3
192,柳林,2020-04-09,10.2,,.8,42
192,柳林,2020-04-10,9.5,0,.5,65.8
192,柳林,2020-04-11,9.2,4.2,.5,79.3
192,柳林,2020-04-12,9.3,4.4,1.2,73
192,柳林,2020-04-13,9.9,,1.3,49.6
192,柳林,2020-04-14,11.8,,,54.8
192,柳林,2020-04-15,11.3,,.5,54.9
192,柳林,2020-04-16,11.4,,.8,68.1
192,柳林,2020-04-17,10.7,28.9,.3,90.8
192,柳林,2020-04-18,14.1,,.7,70.3
192,柳林,2020-04-19,10.8,30,.7,90.3
192,柳林,2020-04-20,13.6,,1.7,68.5
192,柳林,2020-04-21,11.4,,2.1,36.9
192,柳林,2020-04-22,8.1,,2.1,40.6
192,柳林,2020-04-23,8.1,,1.6,51
192,柳林,2020-04-24,10.4,,2,42.3
192,柳林,2020-04-25,14.4,,1.8,58.8
192,柳林,2020-04-26,13.7,,1.2,52.4
192,柳林,2020-04-27,12.7,,.8,50.8
192,柳林,2020-04-28,12.4,,.7,54.3
192,柳林,2020-04-29,14.6,,.9,51.4
192,柳林,2020-04-30,16,,1.2,68
192,柳林,2020-05-01,20.7,,1.4,74.1
192,柳林,2020-05-02,19.2,1.3,.8,81.5
192,柳林,2020-05-03,16.8,29.5,.4,94.9
192,柳林,2020-05-04,20.8,,.6,81
192,柳林,2020-05-05,17.7,,.6,81.1
192,柳林,2020-05-06,19.1,,1,63.5
192,柳林,2020-05-07,16.2,,1.2,53.5
192,柳林,2020-05-08,15.7,0,.7,66.6
192,柳林,2020-05-09,17,45.9,1,92.6
192,柳林,2020-05-10,18.1,,1.1,72.1
192,柳林,2020-05-11,19.6,,.6,58.8
192,柳林,2020-05-12,19.4,,2.3,44.3
192,柳林,2020-05-13,17.1,,.9,51.8
192,柳林,2020-05-14,17.2,,.6,55.3
192,柳林,2020-05-15,15,17.8,.3,91.9
192,柳林,2020-05-16,19.4,.8,.4,84.8
192,柳林,2020-05-17,19.3,,.9,82.6
192,柳林,2020-05-18,17.8,13.6,.6,89
192,柳林,2020-05-19,14.3,0,1.7,75.5
192,柳林,2020-05-20,15.8,,.9,72.3
192,柳林,2020-05-21,16.1,,.9,75.8
192,柳林,2020-05-22,16.5,,.9,72.9
192,柳林,2020-05-23,17.4,,1.1,72.4
192,柳林,2020-05-24,19.7,,1,80.3
192,柳林,2020-05-25,19.4,,.5,74.4
192,柳林,2020-05-26,19.1,,.6,78
192,柳林,2020-05-27,19.8,,.8,63.3
192,柳林,2020-05-28,19.5,,.9,66.5
192,柳林,2020-05-29,20.2,,.8,65.5
192,柳林,2020-05-30,19.8,,.7,61.8
192,柳林,2020-05-31,19.8,1.2,.7,73.8
192,柳林,2020-06-01,22.1,,1.1,63.1
192,柳林,2020-06-02,20.2,0,.9,56.6
192,柳林,2020-06-03,21.4,,.9,77.3
192,柳林,2020-06-04,24.2,,1,76.6
192,柳林,2020-06-05,24.1,,.9,72.3
192,柳林,2020-06-06,22.5,2.5,.9,77.9
192,柳林,2020-06-07,22.6,,.8,71.3
192,柳林,2020-06-08,23.1,,.7,63.6
192,柳林,2020-06-09,24.2,,.8,67.6
192,柳林,2020-06-10,24.7,.4,.9,75.8
192,柳林,2020-06-11,24.8,3.2,.8,85.9
192,柳林,2020-06-12,24.6,11.2,.9,87.5
192,柳林,2020-06-13,23.1,39.6,.6,91.9
192,柳林,2020-06-14,24.4,11.6,1.2,90.9
192,柳林,2020-06-15,23.6,,.8,75.1
192,柳林,2020-06-16,23.9,,.8,64.9
192,柳林,2020-06-17,21.5,.5,.6,77.9
192,柳林,2020-06-18,18.1,38.5,.7,95.9
192,柳林,2020-06-19,22.3,2.2,1.1,77.1
192,柳林,2020-06-20,22.3,,.6,80.4
192,柳林,2020-06-21,22.3,,.9,78.8
192,柳林,2020-06-22,22.9,,1.2,76.4
192,柳林,2020-06-23,23.4,,.8,75.1
192,柳林,2020-06-24,22,26.9,.3,92.8
192,柳林,2020-06-25,22.9,2.9,.8,94.9
192,柳林,2020-06-26,24.4,,1,76.4
192,柳林,2020-06-27,24.2,,.6,82.1
192,柳林,2020-06-28,25.8,,.8,78.5
192,柳林,2020-06-29,21.8,92.6,1,92.3
192,柳林,2020-06-30,22.7,2.1,2.9,77
192,柳林,2020-07-01,22.3,,.8,77.4
192,柳林,2020-07-02,21.6,,.6,81.4
192,柳林,2020-07-03,19.5,10.4,.8,91.4
192,柳林,2020-07-04,21.1,,.5,84.5
192,柳林,2020-07-05,22.2,,.5,83.8
192,柳林,2020-07-06,22,0,.3,92.8
192,柳林,2020-07-07,24.6,,1,84.9
192,柳林,2020-07-08,24.9,,.9,80.3
192,柳林,2020-07-09,22.6,2.6,1.1,90.6
192,柳林,2020-07-10,23.9,62.6,1,91.6
192,柳林,2020-07-11,24.7,,1.1,87.3
192,柳林,2020-07-12,20.9,71,.9,95.1
192,柳林,2020-07-13,19.3,121.1,.6,98.9
192,柳林,2020-07-14,20.2,7.9,1,96.3
192,柳林,2020-07-15,19.5,7.5,.5,97.8
192,柳林,2020-07-16,22,,.8,83.1
192,柳林,2020-07-17,22.7,,.9,81.9
192,柳林,2020-07-18,22.1,,.7,84.8
192,柳林,2020-07-19,23.3,6.6,.7,94.1
192,柳林,2020-07-20,26.3,.7,1.4,88
192,柳林,2020-07-21,25.2,8.3,.7,84.4
192,柳林,2020-07-22,23.4,36.1,.5,95.3
192,柳林,2020-07-23,22.5,102.8,1.2,96.8
192,柳林,2020-07-24,21.1,9.3,1.2,92.5
192,柳林,2020-07-25,21.6,5.2,.5,95.6
192,柳林,2020-07-26,23.7,,.9,81.3
192,柳林,2020-07-27,22,41.4,.5,94.9
192,柳林,2020-07-28,24.4,21.9,.7,94.9
192,柳林,2020-07-29,24.4,23.7,.4,95.6
192,柳林,2020-07-30,24.6,48.4,.8,93.8
192,柳林,2020-07-31,26.2,,.8,88.3
192,柳林,2020-08-01,26.6,,.9,85.1
192,柳林,2020-08-02,27.4,,1.3,84.6
192,柳林,2020-08-03,27.2,,1.2,84.9
192,柳林,2020-08-04,27.4,,1,85.8
192,柳林,2020-08-05,27.1,26.6,1.1,90.4
192,柳林,2020-08-06,26.9,11.8,1.6,89.3
192,柳林,2020-08-07,25.4,90.3,.8,95
192,柳林,2020-08-08,25.3,107.5,1.1,94.4
192,柳林,2020-08-09,27.4,1.1,1.6,84.6
192,柳林,2020-08-10,25.8,68.9,1.2,95.3
192,柳林,2020-08-11,26.5,21.9,1.2,89.8
192,柳林,2020-08-12,27.8,1.8,1,88.6
192,柳林,2020-08-13,28,,1.2,84.5
192,柳林,2020-08-14,28.7,,1.5,82.5
192,柳林,2020-08-15,29.2,,1.3,79.4
192,柳林,2020-08-16,28.4,,1,81.5
192,柳林,2020-08-17,28.3,,.8,81.3
192,柳林,2020-08-18,28.5,,.9,79.5
192,柳林,2020-08-19,28.3,,.7,78.5
192,柳林,2020-08-20,28.4,,.8,77.4
192,柳林,2020-08-21,27.5,,.9,80.8
192,柳林,2020-08-22,26.7,,.8,79.1
192,柳林,2020-08-23,26.6,,.8,79.5
192,柳林,2020-08-24,27.1,,.8,79.1
192,柳林,2020-08-25,28,0,1,77.8
192,柳林,2020-08-26,27.4,8.3,2.1,85
192,柳林,2020-08-27,27.3,14.6,1.4,88.8
192,柳林,2020-08-28,26.7,.8,.5,90.1
192,柳林,2020-08-29,27.2,.9,.8,86.9
192,柳林,2020-08-30,27.8,0,.9,83.8
192,柳林,2020-08-31,26.6,2.2,1.1,81.9
192,柳林,2020-09-01,26,0,.8,79.6
192,柳林,2020-09-02,25.2,49.9,1.4,91
192,柳林,2020-09-03,25.8,50.5,3.9,66.6
192,柳林,2020-09-04,22.6,,.9,81.3
192,柳林,2020-09-05,19.9,7.3,.6,92.9
192,柳林,2020-09-06,20.3,7.9,1.6,89.1
192,柳林,2020-09-07,22.2,49.9,3.3,81.1
192,柳林,2020-09-08,24.3,.5,1.8,79.9
192,柳林,2020-09-09,22.5,10.8,.9,85.6
192,柳林,2020-09-10,22.9,10.5,.6,82.9
192,柳林,2020-09-11,21.8,3.3,.8,88.5
192,柳林,2020-09-12,21.2,2.4,1.3,82.4
192,柳林,2020-09-13,20.5,.4,.5,86.8
192,柳林,2020-09-14,22.1,,.6,83
192,柳林,2020-09-15,22.8,,.6,80
192,柳林,2020-09-16,21.4,1.8,.4,91.6
192,柳林,2020-09-17,20.6,3.7,.3,92.6
192,柳林,2020-09-18,18.9,1.1,.6,87.6
192,柳林,2020-09-19,18.6,,1,74.5
192,柳林,2020-09-20,18.2,,.9,71.8
192,柳林,2020-09-21,17.5,,.8,71.1
192,柳林,2020-09-22,17.6,,1,75.6
192,柳林,2020-09-23,19.1,,1.1,70.5
192,柳林,2020-09-24,20.2,0,1.4,70.8
192,柳林,2020-09-25,19.9,,.9,74.6
192,柳林,2020-09-26,18.9,,.8,73.8
192,柳林,2020-09-27,18.4,,.9,75.5
192,柳林,2020-09-28,17,,.7,76
192,柳林,2020-09-29,17,,.6,78.1
192,柳林,2020-09-30,18.9,,.8,72.8
192,柳林,2020-10-01,19.3,,.8,75.4
192,柳林,2020-10-02,19.5,,.8,82.1
192,柳林,2020-10-03,20.6,0,.7,77.4
192,柳林,2020-10-04,19.5,.2,.6,82.8
192,柳林,2020-10-05,15.9,,1.8,52.1
192,柳林,2020-10-06,15.1,,.8,62.1
192,柳林,2020-10-07,17.4,,1.2,60.5
192,柳林,2020-10-08,18.2,,2.4,57
192,柳林,2020-10-09,18.8,,2.2,53.1
192,柳林,2020-10-10,18.3,,1.2,64.4
192,柳林,2020-10-11,16.2,,.8,72.8
192,柳林,2020-10-12,17.2,,.8,73
192,柳林,2020-10-13,14.2,,.8,63.1
192,柳林,2020-10-14,13.4,,.7,63.5
192,柳林,2020-10-15,14,,1,50.1
192,柳林,2020-10-16,12.1,0,.4,73.6
192,柳林,2020-10-17,14.2,,.6,71.3
192,柳林,2020-10-18,13.6,,.5,72
192,柳林,2020-10-19,12.8,,.6,69.4
192,柳林,2020-10-20,12.8,,.6,68.9
192,柳林,2020-10-21,13.4,27.6,.4,85
192,柳林,2020-10-22,14.8,.8,.6,77.6
192,柳林,2020-10-23,11.1,,1.4,53.1
192,柳林,2020-10-24,9.4,,.8,63.5
192,柳林,2020-10-25,10.8,,.6,74
192,柳林,2020-10-26,11.4,,.5,74
192,柳林,2020-10-27,11.7,,.4,73.8
192,柳林,2020-10-28,12.7,0,.4,80.9
192,柳林,2020-10-29,10.5,,.6,65
192,柳林,2020-10-30,10.7,,.5,69.1
192,柳林,2020-10-31,9.9,,.4,75.4
192,柳林,2020-11-01,11.7,.4,.4,82.9
