datetime,month,date,weekdays,season,vacation
2018-07-16,07,16,월,여름,0
2018-07-17,07,17,화,여름,0
2018-07-18,07,18,수,여름,0
2018-07-19,07,19,목,여름,0
2018-07-20,07,20,금,여름,0
2018-07-23,07,23,월,여름,0
2018-07-24,07,24,화,여름,0
2018-07-25,07,25,수,여름,0
2018-07-26,07,26,목,여름,0
2018-07-27,07,27,금,여름,0
2018-07-30,07,30,월,여름,0
2018-07-31,07,31,화,여름,0
2018-08-01,08,01,수,여름,0
2018-08-02,08,02,목,여름,0
2018-08-03,08,03,금,여름,0
2018-08-06,08,06,월,여름,0
2018-08-07,08,07,화,여름,0
2018-08-08,08,08,수,여름,0
2018-08-09,08,09,목,여름,0
2018-08-10,08,10,금,여름,0
2018-08-13,08,13,월,여름,0
2018-08-14,08,14,화,여름,1
2018-08-16,08,16,목,여름,0
2018-08-17,08,17,금,여름,0
2018-08-20,08,20,월,여름,0
2018-08-21,08,21,화,여름,0
2018-08-22,08,22,수,여름,0
2018-08-23,08,23,목,여름,0
2018-08-24,08,24,금,여름,0
2018-08-27,08,27,월,여름,0
2018-08-28,08,28,화,여름,0
2018-08-29,08,29,수,여름,0
2018-08-30,08,30,목,여름,0
2018-08-31,08,31,금,여름,0
2018-09-03,09,03,월,가을,0
2018-09-04,09,04,화,가을,0
2018-09-05,09,05,수,가을,0
2018-09-06,09,06,목,가을,0
2018-09-07,09,07,금,가을,0
2018-09-10,09,10,월,가을,0
2018-09-11,09,11,화,가을,0
2018-09-12,09,12,수,가을,0
2018-09-13,09,13,목,가을,0
2018-09-14,09,14,금,가을,0
2018-09-17,09,17,월,가을,0
2018-09-18,09,18,화,가을,0
2018-09-19,09,19,수,가을,0
2018-09-20,09,20,목,가을,0
2018-09-21,09,21,금,가을,1
2018-10-08,10,08,월,가을,1
2018-10-10,10,10,수,가을,0
2018-10-11,10,11,목,가을,0
2018-10-12,10,12,금,가을,0
2018-10-15,10,15,월,가을,0
2018-10-16,10,16,화,가을,0
2018-10-17,10,17,수,가을,0
2018-10-18,10,18,목,가을,0
2018-10-22,10,22,월,가을,0
2018-10-23,10,23,화,가을,0
2018-10-24,10,24,수,가을,0
2018-10-25,10,25,목,가을,0
2018-10-26,10,26,금,가을,0
2018-10-29,10,29,월,가을,0
2018-10-30,10,30,화,가을,0
2018-10-31,10,31,수,가을,0
2018-11-01,11,01,목,가을,0
2018-11-02,11,02,금,가을,0
2018-11-05,11,05,월,가을,0
2018-11-06,11,06,화,가을,0
2018-11-07,11,07,수,가을,0
2018-11-08,11,08,목,가을,0
2018-11-09,11,09,금,가을,0
2018-11-12,11,12,월,가을,0
2018-11-13,11,13,화,가을,0
2018-11-14,11,14,수,가을,0
2018-11-15,11,15,목,가을,0
2018-11-16,11,16,금,가을,0
2018-11-19,11,19,월,가을,0
2018-11-20,11,20,화,가을,0
2018-11-21,11,21,수,가을,0
2018-11-22,11,22,목,가을,0
2018-11-23,11,23,금,가을,0
2018-11-26,11,26,월,가을,0
2018-11-27,11,27,화,가을,0
2018-11-28,11,28,수,가을,0
2018-11-29,11,29,목,가을,0
2018-11-30,11,30,금,가을,0
2018-12-03,12,03,월,겨울,0
2018-12-04,12,04,화,겨울,0
2018-12-05,12,05,수,겨울,0
2018-12-06,12,06,목,겨울,0
2018-12-07,12,07,금,겨울,0
2018-12-10,12,10,월,겨울,0
2018-12-11,12,11,화,겨울,0
2018-12-12,12,12,수,겨울,0
2018-12-13,12,13,목,겨울,0
2018-12-14,12,14,금,겨울,0
2018-12-17,12,17,월,겨울,0
2018-12-18,12,18,화,겨울,0
2018-12-19,12,19,수,겨울,0
2018-12-20,12,20,목,겨울,0
2018-12-21,12,21,금,겨울,0
2018-12-24,12,24,월,겨울,1
2018-12-26,12,26,수,겨울,0
2018-12-27,12,27,목,겨울,0
2018-12-28,12,28,금,겨울,0
2018-12-31,12,31,월,겨울,1
2019-01-02,01,02,수,겨울,0
2019-01-03,01,03,목,겨울,0
2019-01-04,01,04,금,겨울,0
2019-01-07,01,07,월,겨울,0
2019-01-08,01,08,화,겨울,0
2019-01-09,01,09,수,겨울,0
2019-01-10,01,10,목,겨울,0
2019-01-11,01,11,금,겨울,0
2019-01-14,01,14,월,겨울,0
2019-01-15,01,15,화,겨울,0
2019-01-16,01,16,수,겨울,0
2019-01-17,01,17,목,겨울,0
2019-01-18,01,18,금,겨울,0
2019-01-21,01,21,월,겨울,0
2019-01-22,01,22,화,겨울,0
2019-01-23,01,23,수,겨울,0
2019-01-24,01,24,목,겨울,0
2019-01-25,01,25,금,겨울,0
2019-01-28,01,28,월,겨울,0
2019-01-29,01,29,화,겨울,0
2019-01-30,01,30,수,겨울,0
2019-01-31,01,31,목,겨울,0
2019-02-01,02,01,금,겨울,1
2019-02-07,02,07,목,겨울,0
2019-02-08,02,08,금,겨울,0
2019-02-11,02,11,월,겨울,0
2019-02-12,02,12,화,겨울,0
2019-02-13,02,13,수,겨울,0
2019-02-14,02,14,목,겨울,0
2019-02-15,02,15,금,겨울,0
2019-02-18,02,18,월,겨울,0
2019-02-19,02,19,화,겨울,0
2019-02-20,02,20,수,겨울,0
2019-02-21,02,21,목,겨울,0
2019-02-22,02,22,금,겨울,0
2019-02-25,02,25,월,겨울,0
2019-02-26,02,26,화,겨울,0
2019-02-27,02,27,수,겨울,0
2019-02-28,02,28,목,겨울,1
2019-03-04,03,04,월,봄,0
2019-03-05,03,05,화,봄,0
2019-03-06,03,06,수,봄,0
2019-03-07,03,07,목,봄,0
2019-03-08,03,08,금,봄,0
2019-03-11,03,11,월,봄,0
2019-03-12,03,12,화,봄,0
2019-03-13,03,13,수,봄,0
2019-03-14,03,14,목,봄,0
2019-03-15,03,15,금,봄,0
2019-03-18,03,18,월,봄,0
2019-03-19,03,19,화,봄,0
2019-03-20,03,20,수,봄,0
2019-03-21,03,21,목,봄,0
2019-03-22,03,22,금,봄,0
2019-03-25,03,25,월,봄,0
2019-03-26,03,26,화,봄,0
2019-03-27,03,27,수,봄,0
2019-03-28,03,28,목,봄,0
2019-03-29,03,29,금,봄,0
2019-04-01,04,01,월,봄,0
2019-04-02,04,02,화,봄,0
2019-04-03,04,03,수,봄,0
2019-04-04,04,04,목,봄,0
2019-04-05,04,05,금,봄,0
2019-04-08,04,08,월,봄,0
2019-04-09,04,09,화,봄,0
2019-04-10,04,10,수,봄,0
2019-04-11,04,11,목,봄,0
2019-04-12,04,12,금,봄,0
2019-04-15,04,15,월,봄,0
2019-04-16,04,16,화,봄,0
2019-04-17,04,17,수,봄,0
2019-04-18,04,18,목,봄,0
2019-04-19,04,19,금,봄,0
2019-04-22,04,22,월,봄,0
2019-04-23,04,23,화,봄,0
2019-04-24,04,24,수,봄,0
2019-04-25,04,25,목,봄,0
2019-04-26,04,26,금,봄,0
2019-04-29,04,29,월,봄,0
2019-04-30,04,30,화,봄,1
2019-05-02,05,02,목,봄,0
2019-05-03,05,03,금,봄,1
2019-05-07,05,07,화,봄,0
2019-05-08,05,08,수,봄,0
2019-05-09,05,09,목,봄,0
2019-05-10,05,10,금,봄,0
2019-05-13,05,13,월,봄,0
2019-05-14,05,14,화,봄,0
2019-05-15,05,15,수,봄,0
2019-05-16,05,16,목,봄,0
2019-05-17,05,17,금,봄,0
2019-05-20,05,20,월,봄,0
2019-05-21,05,21,화,봄,0
2019-05-22,05,22,수,봄,0
2019-05-23,05,23,목,봄,0
2019-05-24,05,24,금,봄,0
2019-05-27,05,27,월,봄,0
2019-05-28,05,28,화,봄,0
2019-05-29,05,29,수,봄,0
2019-05-30,05,30,목,봄,0
2019-05-31,05,31,금,봄,0
2019-06-03,06,03,월,여름,0
2019-06-04,06,04,화,여름,0
2019-06-05,06,05,수,여름,1
2019-06-07,06,07,금,여름,0
2019-06-10,06,10,월,여름,0
2019-06-11,06,11,화,여름,0
2019-06-12,06,12,수,여름,0
2019-06-13,06,13,목,여름,0
2019-06-14,06,14,금,여름,0
2019-06-17,06,17,월,여름,0
2019-06-18,06,18,화,여름,0
2019-06-19,06,19,수,여름,0
2019-06-20,06,20,목,여름,0
2019-06-21,06,21,금,여름,0
2019-06-24,06,24,월,여름,0
2019-06-25,06,25,화,여름,0
2019-06-26,06,26,수,여름,0
2019-06-27,06,27,목,여름,0
2019-06-28,06,28,금,여름,0
2019-07-01,07,01,월,여름,0
2019-07-02,07,02,화,여름,0
2019-07-03,07,03,수,여름,0
2019-07-04,07,04,목,여름,0
2019-07-05,07,05,금,여름,0
2019-07-08,07,08,월,여름,0
2019-07-09,07,09,화,여름,0
2019-07-10,07,10,수,여름,0
2019-07-11,07,11,목,여름,0
2019-07-12,07,12,금,여름,0
2019-07-15,07,15,월,여름,0
2019-07-16,07,16,화,여름,0
2019-07-17,07,17,수,여름,0
2019-07-18,07,18,목,여름,0
2019-07-19,07,19,금,여름,0
2019-07-22,07,22,월,여름,0
2019-07-23,07,23,화,여름,0
2019-07-24,07,24,수,여름,0
2019-07-25,07,25,목,여름,0
2019-07-26,07,26,금,여름,0
2019-07-29,07,29,월,여름,0
2019-07-30,07,30,화,여름,0
2019-07-31,07,31,수,여름,0
2019-08-01,08,01,목,여름,0
2019-08-02,08,02,금,여름,0
2019-08-05,08,05,월,여름,0
2019-08-06,08,06,화,여름,0
2019-08-07,08,07,수,여름,0
2019-08-08,08,08,목,여름,0
2019-08-09,08,09,금,여름,0
2019-08-12,08,12,월,여름,0
2019-08-13,08,13,화,여름,0
2019-08-14,08,14,수,여름,1
2019-08-16,08,16,금,여름,0
2019-08-19,08,19,월,여름,0
2019-08-20,08,20,화,여름,0
2019-08-21,08,21,수,여름,0
2019-08-22,08,22,목,여름,0
2019-08-23,08,23,금,여름,0
2019-08-26,08,26,월,여름,0
2019-08-27,08,27,화,여름,0
2019-08-28,08,28,수,여름,0
2019-08-29,08,29,목,여름,0
2019-08-30,08,30,금,여름,0
2019-09-02,09,02,월,가을,0
2019-09-03,09,03,화,가을,0
2019-09-04,09,04,수,가을,0
2019-09-05,09,05,목,가을,0
2019-09-06,09,06,금,가을,0
2019-09-09,09,09,월,가을,0
2019-09-10,09,10,화,가을,0
2019-09-11,09,11,수,가을,1
2019-09-16,09,16,월,가을,0
2019-09-17,09,17,화,가을,0
2019-09-18,09,18,수,가을,0
2019-09-19,09,19,목,가을,0
2019-09-20,09,20,금,가을,0
2019-09-23,09,23,월,가을,0
2019-09-24,09,24,화,가을,0
2019-09-25,09,25,수,가을,0
2019-09-26,09,26,목,가을,0
2019-09-27,09,27,금,가을,0
2019-09-30,09,30,월,가을,1
2019-10-02,10,02,수,가을,1
2019-10-04,10,04,금,가을,0
2019-10-07,10,07,월,가을,0
2019-10-08,10,08,화,가을,1
2019-10-10,10,10,목,가을,0
2019-10-11,10,11,금,가을,0
2019-10-14,10,14,월,가을,0
2019-10-15,10,15,화,가을,0
2019-10-16,10,16,수,가을,0
2019-10-17,10,17,목,가을,0
2019-10-18,10,18,금,가을,0
2019-10-21,10,21,월,가을,0
2019-10-22,10,22,화,가을,0
2019-10-23,10,23,수,가을,0
2019-10-24,10,24,목,가을,0
2019-10-25,10,25,금,가을,0
2019-10-28,10,28,월,가을,0
2019-10-29,10,29,화,가을,0
2019-10-30,10,30,수,가을,0
2019-10-31,10,31,목,가을,0
2019-11-01,11,01,금,가을,0
2019-11-04,11,04,월,가을,0
2019-11-05,11,05,화,가을,0
2019-11-06,11,06,수,가을,0
2019-11-07,11,07,목,가을,0
2019-11-08,11,08,금,가을,0
2019-11-11,11,11,월,가을,0
2019-11-12,11,12,화,가을,0
2019-11-13,11,13,수,가을,0
2019-11-14,11,14,목,가을,0
2019-11-15,11,15,금,가을,0
2019-11-18,11,18,월,가을,0
2019-11-19,11,19,화,가을,0
2019-11-20,11,20,수,가을,0
2019-11-21,11,21,목,가을,0
2019-11-22,11,22,금,가을,0
2019-11-25,11,25,월,가을,0
2019-11-26,11,26,화,가을,0
2019-11-27,11,27,수,가을,0
2019-11-28,11,28,목,가을,0
2019-11-29,11,29,금,가을,0
2019-12-02,12,02,월,겨울,0
2019-12-03,12,03,화,겨울,0
2019-12-04,12,04,수,겨울,0
2019-12-05,12,05,목,겨울,0
2019-12-06,12,06,금,겨울,0
2019-12-09,12,09,월,겨울,0
2019-12-10,12,10,화,겨울,0
2019-12-11,12,11,수,겨울,0
2019-12-12,12,12,목,겨울,0
2019-12-13,12,13,금,겨울,0
2019-12-16,12,16,월,겨울,0
2019-12-17,12,17,화,겨울,0
2019-12-18,12,18,수,겨울,0
2019-12-19,12,19,목,겨울,0
2019-12-20,12,20,금,겨울,0
2019-12-23,12,23,월,겨울,0
2019-12-24,12,24,화,겨울,1
2019-12-26,12,26,목,겨울,0
2019-12-27,12,27,금,겨울,0
2019-12-30,12,30,월,겨울,0
2019-12-31,12,31,화,겨울,1
2020-01-02,01,02,목,겨울,0
2020-01-03,01,03,금,겨울,0
2020-01-06,01,06,월,겨울,0
2020-01-07,01,07,화,겨울,0
2020-01-08,01,08,수,겨울,0
2020-01-09,01,09,목,겨울,0
2020-01-10,01,10,금,겨울,0
2020-01-13,01,13,월,겨울,0
2020-01-14,01,14,화,겨울,0
2020-01-15,01,15,수,겨울,0
2020-01-16,01,16,목,겨울,0
2020-01-17,01,17,금,겨울,0
2020-01-20,01,20,월,겨울,0
2020-01-21,01,21,화,겨울,0
2020-01-22,01,22,수,겨울,0
2020-01-23,01,23,목,겨울,1
2020-01-28,01,28,화,겨울,0
2020-01-29,01,29,수,겨울,0
2020-01-30,01,30,목,겨울,0
2020-01-31,01,31,금,겨울,0
2020-02-03,02,03,월,겨울,0
2020-02-04,02,04,화,겨울,0
2020-02-05,02,05,수,겨울,0
2020-02-06,02,06,목,겨울,0
2020-02-07,02,07,금,겨울,0
2020-02-10,02,10,월,겨울,0
2020-02-11,02,11,화,겨울,0
2020-02-12,02,12,수,겨울,0
2020-02-13,02,13,목,겨울,0
2020-02-14,02,14,금,겨울,0
2020-02-17,02,17,월,겨울,0
2020-02-18,02,18,화,겨울,0
2020-02-19,02,19,수,겨울,0
2020-02-20,02,20,목,겨울,0
2020-02-21,02,21,금,겨울,0
2020-02-24,02,24,월,겨울,0
2020-02-25,02,25,화,겨울,0
2020-02-26,02,26,수,겨울,0
2020-02-27,02,27,목,겨울,0
2020-02-28,02,28,금,겨울,0
2020-03-02,03,02,월,봄,0
2020-03-03,03,03,화,봄,0
2020-03-04,03,04,수,봄,0
2020-03-05,03,05,목,봄,0
2020-03-06,03,06,금,봄,0
2020-03-09,03,09,월,봄,0
2020-03-10,03,10,화,봄,0
2020-03-11,03,11,수,봄,0
2020-03-12,03,12,목,봄,0
2020-03-13,03,13,금,봄,0
2020-03-16,03,16,월,봄,0
2020-03-17,03,17,화,봄,0
2020-03-18,03,18,수,봄,0
2020-03-19,03,19,목,봄,0
2020-03-20,03,20,금,봄,0
2020-03-23,03,23,월,봄,0
2020-03-24,03,24,화,봄,0
2020-03-25,03,25,수,봄,0
2020-03-26,03,26,목,봄,0
2020-03-27,03,27,금,봄,0
2020-03-30,03,30,월,봄,0
2020-03-31,03,31,화,봄,0
2020-04-01,04,01,수,봄,0
2020-04-02,04,02,목,봄,0
2020-04-03,04,03,금,봄,0
2020-04-06,04,06,월,봄,0
2020-04-07,04,07,화,봄,0
2020-04-08,04,08,수,봄,0
2020-04-09,04,09,목,봄,0
2020-04-10,04,10,금,봄,0
2020-04-13,04,13,월,봄,0
2020-04-14,04,14,화,봄,1
2020-04-16,04,16,목,봄,0
2020-04-17,04,17,금,봄,0
2020-04-20,04,20,월,봄,0
2020-04-21,04,21,화,봄,0
2020-04-22,04,22,수,봄,0
2020-04-23,04,23,목,봄,0
2020-04-24,04,24,금,봄,0
2020-04-27,04,27,월,봄,0
2020-04-28,04,28,화,봄,0
2020-04-29,04,29,수,봄,1
2020-05-04,05,04,월,봄,1
2020-05-06,05,06,수,봄,0
2020-05-07,05,07,목,봄,0
2020-05-08,05,08,금,봄,0
2020-05-11,05,11,월,봄,0
2020-05-12,05,12,화,봄,0
2020-05-13,05,13,수,봄,0
2020-05-14,05,14,목,봄,0
2020-05-15,05,15,금,봄,0
2020-05-18,05,18,월,봄,0
2020-05-19,05,19,화,봄,0
2020-05-20,05,20,수,봄,0
2020-05-21,05,21,목,봄,0
2020-05-22,05,22,금,봄,0
2020-05-25,05,25,월,봄,0
2020-05-26,05,26,화,봄,0
2020-05-27,05,27,수,봄,0
2020-05-28,05,28,목,봄,0
2020-05-29,05,29,금,봄,0
2020-06-01,06,01,월,여름,0
2020-06-02,06,02,화,여름,0
2020-06-03,06,03,수,여름,0
2020-06-04,06,04,목,여름,0
2020-06-05,06,05,금,여름,0
2020-06-08,06,08,월,여름,0
2020-06-09,06,09,화,여름,0
2020-06-10,06,10,수,여름,0
2020-06-11,06,11,목,여름,0
2020-06-12,06,12,금,여름,1
2020-07-01,07,01,수,여름,0
2020-07-02,07,02,목,여름,0
2020-07-03,07,03,금,여름,0
2020-07-06,07,06,월,여름,0
2020-07-07,07,07,화,여름,0
2020-07-08,07,08,수,여름,0
2020-07-09,07,09,목,여름,0
2020-07-10,07,10,금,여름,0
2020-07-13,07,13,월,여름,0
2020-07-14,07,14,화,여름,0
2020-07-15,07,15,수,여름,0
2020-07-16,07,16,목,여름,0
2020-07-17,07,17,금,여름,0
2020-07-20,07,20,월,여름,0
2020-07-21,07,21,화,여름,0
2020-07-22,07,22,수,여름,0
2020-07-23,07,23,목,여름,0
2020-07-24,07,24,금,여름,0
2020-07-27,07,27,월,여름,0
2020-07-28,07,28,화,여름,0
2020-07-29,07,29,수,여름,0
2020-07-30,07,30,목,여름,0
2020-07-31,07,31,금,여름,0
2020-08-03,08,03,월,여름,0
2020-08-04,08,04,화,여름,0
2020-08-05,08,05,수,여름,0
2020-08-06,08,06,목,여름,0
2020-08-07,08,07,금,여름,0
2020-08-10,08,10,월,여름,0
2020-08-11,08,11,화,여름,0
2020-08-12,08,12,수,여름,0
2020-08-13,08,13,목,여름,0
2020-08-14,08,14,금,여름,1
2020-08-18,08,18,화,여름,0
2020-08-19,08,19,수,여름,0
2020-08-20,08,20,목,여름,0
2020-08-21,08,21,금,여름,0
2020-08-24,08,24,월,여름,0
2020-08-25,08,25,화,여름,0
2020-08-26,08,26,수,여름,0
2020-08-27,08,27,목,여름,0
2020-08-28,08,28,금,여름,0
2020-08-31,08,31,월,여름,0
2020-09-01,09,01,화,가을,0
2020-09-02,09,02,수,가을,0
2020-09-03,09,03,목,가을,0
2020-09-04,09,04,금,가을,0
2020-09-07,09,07,월,가을,0
2020-09-08,09,08,화,가을,0
2020-09-09,09,09,수,가을,0
2020-09-10,09,10,목,가을,0
2020-09-11,09,11,금,가을,0
2020-09-14,09,14,월,가을,0
2020-09-15,09,15,화,가을,0
2020-09-16,09,16,수,가을,0
2020-09-17,09,17,목,가을,0
2020-09-18,09,18,금,가을,0
2020-09-21,09,21,월,가을,0
2020-09-22,09,22,화,가을,0
2020-09-23,09,23,수,가을,0
2020-09-24,09,24,목,가을,0
2020-09-25,09,25,금,가을,0
2020-09-28,09,28,월,가을,1
2020-10-05,10,05,월,가을,0
2020-10-06,10,06,화,가을,0
2020-10-07,10,07,수,가을,0
2020-10-08,10,08,목,가을,1
2020-10-12,10,12,월,가을,0
2020-10-13,10,13,화,가을,0
2020-10-14,10,14,수,가을,0
2020-10-15,10,15,목,가을,0
2020-10-16,10,16,금,가을,0
2020-10-19,10,19,월,가을,0
2020-10-20,10,20,화,가을,0
2020-10-21,10,21,수,가을,0
2020-10-22,10,22,목,가을,0
2020-10-23,10,23,금,가을,0
2020-10-26,10,26,월,가을,0
2020-10-27,10,27,화,가을,0
2020-10-28,10,28,수,가을,0
2020-10-29,10,29,목,가을,0
2020-10-30,10,30,금,가을,0
2020-11-02,11,02,월,가을,0
2020-11-03,11,03,화,가을,0
2020-11-04,11,04,수,가을,0
2020-11-05,11,05,목,가을,0
2020-11-06,11,06,금,가을,0
2020-11-09,11,09,월,가을,0
2020-11-10,11,10,화,가을,0
2020-11-11,11,11,수,가을,0
2020-11-12,11,12,목,가을,0
2020-11-13,11,13,금,가을,0
2020-11-16,11,16,월,가을,0
2020-11-17,11,17,화,가을,0
2020-11-18,11,18,수,가을,0
2020-11-19,11,19,목,가을,0
2020-11-20,11,20,금,가을,0
2020-11-23,11,23,월,가을,0
2020-11-24,11,24,화,가을,0
2020-11-25,11,25,수,가을,0
2020-11-26,11,26,목,가을,0
2020-11-27,11,27,금,가을,0
2020-11-30,11,30,월,가을,0
2020-12-01,12,01,화,겨울,0
2020-12-02,12,02,수,겨울,0
2020-12-03,12,03,목,겨울,0
2020-12-04,12,04,금,겨울,0
2020-12-07,12,07,월,겨울,0
2020-12-08,12,08,화,겨울,0
2020-12-09,12,09,수,겨울,0
2020-12-10,12,10,목,겨울,0
2020-12-11,12,11,금,겨울,0
2020-12-14,12,14,월,겨울,0
2020-12-15,12,15,화,겨울,0
2020-12-16,12,16,수,겨울,0
2020-12-17,12,17,목,겨울,0
2020-12-18,12,18,금,겨울,0
2020-12-21,12,21,월,겨울,0
2020-12-22,12,22,화,겨울,0
2020-12-23,12,23,수,겨울,0
2020-12-24,12,24,목,겨울,1
2021-01-04,01,04,월,겨울,0
2021-01-05,01,05,화,겨울,0
2021-01-06,01,06,수,겨울,0
2021-01-07,01,07,목,겨울,0
2021-01-08,01,08,금,겨울,0
2021-01-11,01,11,월,겨울,0
2021-01-12,01,12,화,겨울,0
2021-01-13,01,13,수,겨울,0
2021-01-14,01,14,목,겨울,0
2021-01-15,01,15,금,겨울,0
2021-01-18,01,18,월,겨울,0
2021-01-19,01,19,화,겨울,0
2021-01-20,01,20,수,겨울,0
2021-01-21,01,21,목,겨울,0
2021-01-22,01,22,금,겨울,0
2021-01-25,01,25,월,겨울,0
2021-01-26,01,26,화,겨울,0
